,RandomWalk,LSTM_991,LSTM_982
monthly,0.02163031196972383,0.02156768774182284,0.021520332913362326
3_month,0.04414681135776847,0.04502892822123983,0.04667032996052363
6_month,0.06596475818881248,0.06919824527554169,0.0721900573409741
12_month,0.09391707607020798,0.10360414476097532,0.10457496964060317
