,RandomWalk,LSTM_991,LSTM_982
monthly,0.01472300191331837,0.013857526923567473,0.01388575612233771
3_month,0.029652289318002813,0.03142795061545511,0.029766373942796055
6_month,0.04223730352762672,0.04135986755066684,0.040988575764733026
12_month,0.06667582308749942,0.07139180946455183,0.0710496404321561
